296.35,323.65
217.21,42.07
164.71,155.72
47.16,313.54
558.67,226.67
105.63,226.46
396.64,463.56
118.69,101.76
112.41,597.68
459.32,232.81
54.36,197.68
251.71,279.07
395.68,167.96
430.21,108.81
476.61,62.40
387.02,237.39
289.21,599.45
545.24,543.16
212.73,277.14
304.24,358.54
384.54,595.22
237.81,210.20
481.24,513.91
425.26,558.83
268.05,0.66
127.93,572.26
94.34,207.71
361.87,52.38
527.91,403.80
547.79,206.89
588.01,470.20
570.29,149.23
250.78,83.52
494.31,46.35
347.04,342.41
310.21,421.71
558.54,445.51
515.33,204.20
293.85,120.46
101.95,57.36
163.27,172.39
490.59,560.25
80.09,416.85
293.99,457.87
77.14,306.18
165.18,379.85
542.85,475.51
164.20,45.31
408.56,154.50
214.00,193.89
